Date,Description,Additions,Subtractions
11/19/2024,Preauthorized Wd MAERSK A/S 4310006318 241118 004310006318 111000022269663,,2655.00
11/19/2024,Preauthorized Wd TECH CARGO LLC ACH 241119 001713340000114,,720.00
11/19/2024,Preauthorized Wd TECH CARGO LLC ACH 241119 001713340000040,,1907.25
11/19/2024,Check 2422 000007074909430,,2500.00
11/19/2024,Check 2426 000007074923870,,305.00
11/19/2024,Online Intl Wire NORDICON FREIGHT F NORDICON FREIGHT F ORWARDER SAS 000000000000502,,2683.60
11/20/2024,Preauthorized Credit INTERLINK MARKET PAYMENT 241120 2998888 043000098971510,5265.61,
11/20/2024,Wire Transfer-in BACKUP ENERGY SOLU BACKUP ENERGY SOLU TIONS (BES) SRL 000000000000191,3050.00,
11/20/2024,Deposit 000007186838540,3516.31,
11/20/2024,Wire Transfer-in 1/SUPRICOMSA/ROC/T 1/SUPRICOMSA 000000000000375,4125.00,
11/20/2024,Transfer Debit Dp-Ls REF 3251546L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001120154656,,30000.00
11/20/2024,Preauthorized Wd TECH CARGO LLC ACH 241120 001717460000075,,520.00
11/20/2024,Preauthorized Wd TECH CARGO LLC ACH 241120 001717460000071,,3295.00
11/20/2024,Preauthorized Wd TECH CARGO LLC ACH 241120 001717460000102,,40822.00
11/20/2024,Maintenance Fee ANALYSIS ACTIVITY FOR 10/24 000000000000000,,343.74
11/20/2024,Online Domestic Wire RAVA GROUP CONTAIN RAVA GROUP CONTAIN ER SERVICES INC 000000000000492,,5000.00
11/21/2024,Deposit 000007186862770,17852.50,
11/21/2024,Preauthorized Wd TECH CARGO LLC ACH 241121 001712580000100,,45.00
11/21/2024,Preauthorized Wd TECH CARGO LLC ACH 241121 001712580000090,,400.00
11/21/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000602,,84525.00
11/22/2024,Credit Memo ADV FROM LN 70070017436-10102 256001122095229,150000.00,
11/22/2024,Deposit 000007186889030,6874.72,
11/22/2024,Deposit 000007186881860,22531.81,
11/22/2024,Deposit 000007186875320,146225.00,
11/22/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241121 BATCH 6488227 081000600940345,,114.50
11/22/2024,Preauthorized Wd TECH CARGO LLC ACH 241122 001342130000001,,3534.00
11/22/2024,Preauthorized Wd TECH CARGO LLC ACH 241122 001342130000003,,2300.00
11/22/2024,Preauthorized Wd TECH CARGO LLC ACH 241122 001342130000011,,9412.00
11/22/2024,Online Intl Wire UNIVERSAL CARGO PT UNIVERSAL CARGO PT Y CORP 000000000000467,,2114.00
11/22/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000466,,97381.00
11/22/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
11/25/2024,Check 2427 000007108114030,,550.00
11/25/2024,Check 2429 000007108107730,,2700.00
11/25/2024,Check 2430 000007108119170,,90.00
11/25/2024,Online Intl Wire MI-GLOBAL S.L.REVO MI-GLOBAL S.L. 000000000000562,,1640.00
11/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241126 001714060000075,,2695.52
11/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241126 001714060000052,,10665.00
11/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241126 001714060000082,,2350.00
11/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241126 001714060000147,,15337.00
11/26/2024,Online Intl Wire KATARZYNA ZAPARTPK KATARZYNA ZAPART 000000000000553,,800.00
11/27/2024,Transfer Debit Dp-Ls REF 3320656L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001127065600,,85000.00
11/27/2024,Preauthorized Wd TECH CARGO LLC ACH 241127 001719010000053,,200.00
11/27/2024,Preauthorized Wd TECH CARGO LLC ACH 241127 001719010000032,,962.33
11/27/2024,Preauthorized Wd TECH CARGO LLC ACH 241127 001719010000062,,2216.17
11/27/2024,Preauthorized Wd TECH CARGO LLC ACH 241127 001719010000081,,2991.13
11/29/2024,Preauthorized Credit MERCHANT BNKCD DEPOSIT 241128 938206002884 026008817051564,7323.67,
11/29/2024,Deposit 000007186963690,33032.50,
11/29/2024,Preauthorized Wd TECH CARGO LLC ACH 241129 001703530000029,,50.00
11/29/2024,Preauthorized Wd TECH CARGO LLC ACH 241129 001703530000034,,3994.60
11/29/2024,Check 2432 000007108305490,,430.00
11/29/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,20220.39
12/02/2024,Deposit 000007186999300,19880.00,
12/02/2024,Preauthorized Wd SOLSTICE SOLSTICE 241202 ST-X1N2R5Q8X3G7 091000019657954,,241.14
12/02/2024,Preauthorized Wd MAERSK A/S 4330006320 241129 004330006320 111000022787963,,3605.00
12/02/2024,Preauthorized Wd TECH CARGO LLC ACH 241202 001716370000021,,11855.80
12/02/2024,Preauthorized Wd TECH CARGO LLC ACH 241202 001716370000028,,21975.00
12/02/2024,Preauthorized Wd TECH CARGO LLC ACH 241202 001716370000120,,3256.00
12/02/2024,Check 2431 000007075425730,,4040.07
12/02/2024,Check 2433 000007075430540,,950.00
12/03/2024,Deposit 000007187005860,3581.22,
12/03/2024,Preauthorized Wd LEASEDIRECT 10339_1 INV# 588684471 DUE 12/01/24 REC# 161 3204 043000092398281,,339.78
12/03/2024,Preauthorized Wd VISA PAYMENT 241203 091000016787299,,5500.00
12/03/2024,Preauthorized Wd MERCHANT BNKCD DISCOUNT 241203 938206002884 026008816495122,,468.35
12/03/2024,Preauthorized Wd TECH CARGO LLC ACH 241203 001342180000014,,3200.00
12/03/2024,Preauthorized Wd TECH CARGO LLC ACH 241203 001342180000018,,14125.50
12/03/2024,Preauthorized Wd TECH CARGO LLC ACH 241203 001342180000025,,2095.08
12/03/2024,Preauthorized Wd TECH CARGO LLC ACH 241203 001342180000026,,10419.00
12/03/2024,Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000484,,2164.91
12/03/2024,Online Intl Wire BOSMARTRANSUARASIT BOSMARTRANSUARASIT ASVELOJTICLTDSTI. 000000000000485,,3959.00
12/03/2024,Online Domestic Wire INQUATRO INCCHOICE INQUATRO INC 000000000000483,,6100.00
12/04/2024,Preauthorized Credit CAPITAL LOGISTIC MILENA 241204 6811688495 211274453057123,5900.00,
12/04/2024,Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 17220 - 1726 1 - 17224 021000026071757,52177.27,
12/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241204 001304490000002,,2352.15
12/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241204 001304490000022,,4500.00
12/04/2024,Preauthorized Wd TECH CARGO LLC ACH 241204 001304490000016,,18990.00
12/04/2024,Check 2428 000007075617340,,407.00
12/04/2024,Check 2434 000007075614510,,390.00
12/05/2024,Deposit 000007187074740,186035.00,
12/05/2024,Preauthorized Wd MAERSK A/S 4370006589 RMR*IK*DIRECT DEBI T PAYMENT CONFIRMA T\RMR*IK*IO\ 111000028336629,,735.00
12/06/2024,Preauthorized Credit SPACE PLUS USA L SENDER 241206 759071270 113000027035226,5392.92,
12/06/2024,Preauthorized Wd TECH CARGO LLC ACH 241206 001345520000006,,10257.00
12/06/2024,Preauthorized Wd TECH CARGO LLC ACH 241206 001345520000010,,15678.00
12/06/2024,Preauthorized Wd TECH CARGO LLC ACH 241206 001345520000011,,1642.07
12/06/2024,Online Intl Wire DOUBLE ACE CARGO P DOUBLE ACE CARGO P TY S.A 000000000000452,,2492.00
12/06/2024,Online Domestic Wire KING OCEANFIFTH TH KING OCEAN 000000000000453,,36169.00
12/06/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
12/09/2024,Preauthorized Credit VENCOL INTERNATI ACH PAYMEN 241209 TECH CARGO 067015770003932,1890.00,
12/09/2024,Preauthorized Credit PAYCARGO ACHPAYMENT 241206 BATCH 6532825 081000606966906,55.00,
12/09/2024,Wire Transfer-in SUPLAVEN C AMERCAN SUPLAVEN C A 000000000000007,9573.00,
12/09/2024,Deposit 000007187115980,37960.00,
12/09/2024,Transfer Debit Dp-Ls REF 3440903L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001209090321,,30000.00
12/09/2024,Preauthorized Wd AMWINS GRP BEN INS PREMIU 241209 091000014869339,,1103.37
12/09/2024,Preauthorized Wd MAGAYA ACH 7868459150 241209 3420002265 026073188530943,,2706.16
12/09/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241206 BATCH 6533130 081000606965728,,14508.52
12/09/2024,Check 2436 000007109006360,,180.00
12/09/2024,Check 2437 000007109007460,,3100.00
12/10/2024,Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000465,4167.88,
12/10/2024,Deposit 000007187146910,5084.99,
12/10/2024,Preauthorized Wd TECH CARGO LLC ACH 241210 001715020000129,,3004.00
12/10/2024,Check 2438 000007109113340,,3600.00
12/10/2024,Check 2439 000007109115940,,800.00
12/10/2024,Online Domestic Wire HOEGH AUTOLINERSCI HOEGH AUTOLINERS 000000000000531,,7251.16
12/10/2024,Online Intl Wire ANDASHUN GLOBAL SU ANDASHUN GLOBAL SU PPLY CHAIN(HK)LTD 000000000000530,,9340.00
12/10/2024,Online Intl Wire SAFROUND LOGISTICS SAFROUND LOGISTICS (HK) CO LIMITED 000000000000529,,14354.50
12/10/2024,Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000528,,34896.04
12/11/2024,Preauthorized Credit INTERLINK MARKET PAYMENT PAYMENT FOR INVOIC E #17584 043000094938590,575.00,
12/11/2024,Preauthorized Credit PAYCARGO ACHPAYMENT 241210 BATCH 6542574 081000600113532,1375.00,
12/11/2024,Wire Transfer-in 1/DEVONPORT INTERC 1/DEVONPORT INTERC ONTINENTAL CORP 000000000000544,400.00,
12/11/2024,Preauthorized Wd MAERSK A/S 4330006482 241210 004330006482 111000026538339,,2655.00
12/11/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241210 BATCH 6543708 081000600112301,,67848.45
12/11/2024,Preauthorized Wd TECH CARGO LLC ACH 241211 001705410000023,,90.00
12/11/2024,Preauthorized Wd TECH CARGO LLC ACH 241211 001705410000048,,16032.00
12/11/2024,Preauthorized Wd TECH CARGO LLC ACH 241211 001705410000061,,50.00
12/12/2024,Preauthorized Credit NOVACT CORPORATI ACH PMT 17342-17306 021000025367818,4029.88,
12/12/2024,Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000308,38912.80,
12/12/2024,Deposit Return Item SEQ# 99000050 REFER TO MAKER CHK# 155 000001212131921,,18220.00
12/12/2024,Preauthorized Wd MAERSK A/S 4370006870 241211 004370006870 111000027045718,,605.00
12/12/2024,Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E37904389\ 028000085325472,,650.10
12/12/2024,Preauthorized Wd CMA-CGM LLC VIATRUSTLY 241212 021214894451423,,1670.00
12/12/2024,Preauthorized Wd MASS MUTUAL INS. PREMIUM 241212 021000024004654,,107.89
12/12/2024,Preauthorized Wd TECH CARGO LLC ACH 241212 001342170000008,,38767.00
12/12/2024,Preauthorized Wd UNITED HEALTHCAR EDI PAYMTS 241212 173024209323 043000265584839,,8769.69
12/12/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000493,,31800.00
12/12/2024,Online Domestic Wire TECH CARGO LLCJPM TECH CARGO LLC 000000000000481,,40000.00
12/12/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,16912.96
12/13/2024,Preauthorized Credit MERCHANT BNKCD DEPOSIT 241213 938206002884 026008810260263,770.15,
12/13/2024,Wire Transfer-in BACKUP ENERGY SOLU BACKUP ENERGY SOLU TIONS (BES) SRL 000000000000231,3020.00,
12/13/2024,Deposit 000007187211100,10320.00,
12/13/2024,Wire Transfer-in C-POST INTERNATION C-POST INTERNATION AL N.V. 000000000000049,22081.23,
12/13/2024,Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000147,27430.00,
12/13/2024,Preauthorized Wd VISA PAYMENT 241213 091000012433844,,5000.00
12/13/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,5647.65
12/16/2024,Preauthorized Credit INELEC CORPORATI SENDER 241216 760149658 113000027488771,1528.21,
12/16/2024,Wire Transfer-in 1/PALMAS Y DERIVAD 1/PALMAS Y DERIVAD OS S A 000000000000319,785.80,
12/16/2024,Wire Transfer-in 1/JAIME BASMESON M 1/JAIME BASMESON M ONTERO 000000000000140,3804.80,
12/16/2024,Wire Transfer-in TECH CARGO LLCTRA TECH CARGO LLC 000000000000767,6036.50,
12/16/2024,Deposit 000007187238060,7040.12,
12/16/2024,Preauthorized Wd MAGAYA ACH 7868459150 241216 3500001218 026073188598258,,74.19
12/16/2024,Preauthorized Wd MAERSK A/S 4360006528 241213 004360006528 111000028717620,,9005.00
12/16/2024,Preauthorized Wd TECH CARGO LLC ACH 241216 001715510000124,,505.00
12/16/2024,Check 2440 000007076204610,,1600.00
12/16/2024,Online Intl Wire CONEXO ASSESSORIA CONEXO ASSESSORIA EM COMERCIO EXTER 000000000000676,,9042.68
12/16/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000675,,27250.00
12/17/2024,Preauthorized Credit SEABOARD MARINE TRUCKERS 241217 00723952 028000086279285,1050.00,
12/17/2024,Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 17349 021000026905175,1565.00,
12/17/2024,Wire Transfer-in LOVIKTA LOGISTICS LOVIKTA LOGISTICS (PRIVATE) LIMITED 000000000000044,1832.27,
12/17/2024,Wire Transfer-in PEARL MERCHANDISIN PEARL MERCHANDISIN G AND DISTRIBUTIO 000000000000441,4915.00,
12/17/2024,Wire Transfer-in TECH CARGO LLCTRA TECH CARGO LLC 000000000000560,5658.00,
12/17/2024,Deposit 000007187262380,36092.50,
12/17/2024,Deposit 000007187277810,327865.00,
12/17/2024,Preauthorized Wd TECH CARGO LLC ACH 241217 001712500000140,,33.73
12/17/2024,Preauthorized Wd TECH CARGO LLC ACH 241217 001712500000005,,18745.00
12/18/2024,Preauthorized Credit FLORIDA TRAFFIC SENDER 241218 761179580 113000027637898,919.38,
12/18/2024,Wire Transfer-in TECH CARGO LLCTRA TECH CARGO LLC 000000000000056,2379.03,
12/18/2024,Wire Transfer-in MANUEL A ROJAS APA MANUEL A ROJAS APA RICIO 000000000000376,8906.00,
12/18/2024,Preauthorized Wd VISA PAYMENT 241218 091000014121667,,3027.00
12/18/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241217 BATCH 6564333 081000607662885,,3575.48
12/18/2024,Check 2441 000007076411820,,3400.00
12/18/2024,Check 2442 000007076407790,,7700.00
12/18/2024,Check 2444 000007076420620,,2600.00
12/18/2024,Maintenance Fee ANALYSIS ACTIVITY FOR 11/24 000000000000000,,353.39
12/19/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241218 BATCH 6567247 081000608996940,,313.20
12/19/2024,Preauthorized Wd TECH CARGO LLC ACH 241219 001718060000115,,3020.00
12/19/2024,Preauthorized Wd TECH CARGO LLC ACH 241219 001718060000133,,2000.00
12/19/2024,Online Domestic Wire MYD TRADING LLCJPM MYD TRADING LLC 000000000000564,,25850.73
12/19/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000565,,62067.94
12/20/2024,Preauthorized Credit CROWLEY 7789 EDI PAYMNT 241219 8129229 031100201278724,70800.00,
12/20/2024,Wire Transfer-in 1/CICA PROCUREMENT 1/CICA PROCUREMENT S LOGISTICS LLC 000000000000584,10000.00,
12/20/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
12/23/2024,Wire Transfer-in 1/IMPORT SERVICES 1/IMPORT SERVICES TRADING LLC 000000000000325,1476.85,
12/23/2024,Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000723,5723.17,
12/23/2024,Transfer Debit Dp-Ls REF 3580941L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997001223094123,,68497.44
12/23/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241220 BATCH 6579611 081000601654918,,874.45
12/23/2024,Preauthorized Wd TECH CARGO LLC ACH 241223 001153040000035,,1633.00
12/23/2024,Preauthorized Wd TECH CARGO LLC ACH 241223 001153040000040,,1010.00
12/23/2024,Preauthorized Wd TECH CARGO LLC ACH 241223 001153040000080,,6327.50
12/23/2024,Preauthorized Wd TECH CARGO LLC ACH 241223 001153040000110,,19571.00
12/23/2024,Online Intl Wire MARIELA ARELY GADE MARIELA ARELY GADE A MELENDEZ 000000000000217,,1300.00
12/23/2024,Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000215,,4357.03
12/23/2024,Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000216,,25621.44
12/23/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000214,,61276.00
12/24/2024,Preauthorized Credit VENCOL INTERNATI ACH PAYMEN 241224 TECH CARGO 067015770004619,1890.00,
12/24/2024,Deposit 000007187381090,214435.00,
12/24/2024,Preauthorized Wd MAERSK A/S 4360006638 241223 004360006638 111000024616508,,992.00
12/24/2024,Preauthorized Wd TECH CARGO LLC ACH 241224 001315530000016,,25.00
12/24/2024,Check 2446 000007076609320,,2750.00
12/24/2024,Online Domestic Wire INQUATRO INCCHOICE INQUATRO INC 000000000000355,,7000.00
12/26/2024,Preauthorized Credit SEABOARD MARINE TRUCKERS 241226 00725295 028000082782900,2625.00,
12/26/2024,Preauthorized Wd PAYCARGO ACHPAYMENT 241224 BATCH 6588079 081000605093091,,840.68
12/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241226 001703360000043,,200.00
12/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241226 001703360000121,,987.00
12/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241226 001703360000128,,1150.37
12/26/2024,Preauthorized Wd TECH CARGO LLC ACH 241226 001703360000073,,2095.53
12/26/2024,Check 2445 000007076667600,,3300.00
12/26/2024,Check 2448 000007076668400,,1325.00
12/26/2024,Online Domestic Wire CAROTRANS INTERNAT CAROTRANS INTERNAT IONAL 000000000000382,,199.90
12/26/2024,Online Intl Wire MOHAMMAD RASHEDUL MOHAMMAD RASHEDUL ALAM 000000000000381,,3000.00
12/26/2024,Online Intl Wire DOUBLE ACE CARGO P DOUBLE ACE CARGO P TY S.A 000000000000379,,7022.00
12/26/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000380,,83475.00
12/26/2024,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,38530.51
12/27/2024,Preauthorized Credit MAERSK A/S 1007329830 241227 10008100264898 111000024936410,2655.00,
12/27/2024,Deposit 000007187415800,5595.00,
12/27/2024,Deposit 000007187421960,52650.00,
12/27/2024,Intl Wire Xfer Debit MABEL MORERA PUJOL MABEL MORERA PUJOL 000000000000484,,2535.00
12/27/2024,Preauthorized Wd TECH CARGO LLC ACH 241227 001703390000014,,42345.00
12/27/2024,Preauthorized Wd TECH CARGO LLC ACH 241227 001703390000055,,1100.00
12/27/2024,Online Domestic Wire INTERNACIONAL SAEN INTERNACIONAL SAEN Z GOMEZ LTDA 000000000000519,,460.00
12/27/2024,Online Domestic Wire KING OCEANFIFTH TH KING OCEAN 000000000000518,,23023.00
12/30/2024,Preauthorized Credit TECH CARGO LLC ACH PMT TRANSFER 021000029057094,22189.13,
12/30/2024,Deposit 000007187446460,4200.00,
12/30/2024,Preauthorized Wd MAERSK A/S 4300007151 241227 004300007151 111000027030815,,5740.00
12/30/2024,Preauthorized Wd TECH CARGO LLC ACH 241230 001716460000001,,2560.35
12/30/2024,Preauthorized Wd TECH CARGO LLC ACH 241230 001716460000031,,5940.00
12/30/2024,Preauthorized Wd TECH CARGO LLC ACH 241230 001716460000027,,6250.00
12/30/2024,Preauthorized Wd TECH CARGO LLC ACH 241230 001716460000044,,2000.00
12/30/2024,Check 2435 000007076815400,,5143.00
12/30/2024,Check 2443 000007076815350,,3558.00
12/30/2024,Check 2449 000007076819180,,900.00
12/30/2024,Online Intl Wire PALM LOGISTICS CO. PALM LOGISTICS CO. LTD 000000000000601,,18391.52
12/30/2024,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000600,,55650.00
12/31/2024,Preauthorized Credit CICA PROCUREMENT SENDER 241231 113000028292523,3000.00,
12/31/2024,Preauthorized Credit TU PAQUETICO CO ACH PMT INVOICE 17467 021000022834047,6000.00,
12/31/2024,Deposit 000007187455050,215.00,
12/31/2024,Intl Wire Xfer Debit CARGO MOVERS GMBHD CARGO MOVERS GMBH 000000000000456,,14652.84
12/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241231 001154480000031,,35.00
12/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241231 001154480000022,,1500.00
12/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241231 001154480000037,,1500.00
12/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241231 001154480000044,,2302.02
12/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241231 001154480000013,,10257.00
12/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241231 001154480000054,,200.00
12/31/2024,Preauthorized Wd TECH CARGO LLC ACH 241231 001154480000138,,1324.25
12/31/2024,Check 2450 000007110280150,,5000.00
12/31/2024,Check 2452 000007110274400,,600.00
01/02/2025,'Preauthorized Credit PAYCARGO ACHPAYMENT 241231 BATCH 6602968 081000601507136,400.00,
01/02/2025,'Preauthorized Wd SOLSTICE SOLSTICE 250102 ST-T0V1H8O8J3J1 091000010187714,,241.14
01/02/2025,'Preauthorized Wd TECH CARGO LLC ACH 250102 001711210000032,,2400.00
01/02/2025,'Preauthorized Wd TECH CARGO LLC ACH 250102 001711210000019,,10708.75
01/02/2025,'Preauthorized Wd TECH CARGO LLC ACH 250102 001711210000150,,2930.80
01/02/2025,Check 2451 000007110344110,,600.00
01/03/2025,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000268,21190.00,
01/03/2025,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000267,21791.99,
01/03/2025,'Preauthorized Wd LEASEDIRECT 10759_1 INV# 588898846 DUE 01/01/25 REC# 167 3955 043000098443915,,339.78
01/03/2025,'Preauthorized Wd MAERSK A/S 4300007214 250102 004300007214 111000023123620,,3917.00
01/03/2025,'Preauthorized Wd VISA PAYMENT 250103 091000019845080,,7336.39
01/03/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250102 BATCH 6608709 081000603399227,,174.50
01/03/2025,'Preauthorized Wd MERCHANT BNKCD DISCOUNT 250103 938206002884 026008810094294,,192.16
01/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250103 001711380000008,,4461.62
01/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250103 001711380000058,,21232.00
01/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250103 001711380000079,,449.37
01/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250103 001711380000111,,2396.00
01/03/2025,Check 2454 000007077139120,,600.00
01/03/2025,Check 2455 000007077142040,,3697.00
01/03/2025,Check 2457 000007077160000,,1500.00
01/03/2025,Check 2458 000007077159910,,388.50
01/03/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000550,,62404.00
01/03/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
01/06/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250106 00726555 028000085216914,525.00,
01/06/2025,'Preauthorized Credit GLOBAL CARGO AND ACH CREDIT 250106 053101128678298,8190.00,
01/06/2025,'Preauthorized Credit TECH CARGO LLC ACH PMT TRASPASO 021000027203519,6823.65,
01/06/2025,'Wire Transfer-in PEARL MERCHANDISIN PEARL MERCHANDISIN G AND DISTRIBUTIO 000000000000174,14115.00,
01/06/2025,'Preauthorized Wd MAERSK A/S 4340007167 250103 004340007167 111000023184322,,50.00
01/06/2025,'Preauthorized Wd BANCO POPULAR - BANCO POPU 250106 091000013866283,,678.77
01/06/2025,'Preauthorized Wd ATT PAYMENT 250104 031100205335251,,199.48
01/07/2025,'Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000059,7071.89,
01/07/2025,Deposit 000007187559750,181765.00,
01/07/2025,'Preauthorized Wd YDHM LOGISTICS C SALE 250107 021000022898262,,100.00
01/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250107 001704180000022,,1618.00
01/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250107 001704180000026,,11300.00
01/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250107 001704180000082,,222.50
01/07/2025,Check 2456 000007077388550,,2649.74
01/08/2025,'Preauthorized Credit LOGISTIC SERVICE CORP PAY 250108 114000093328015,5350.00,
01/08/2025,'Preauthorized Credit HATILLO CASH PAYMENTS 250108 TECH CARGO 021502018727589,5575.00,
01/08/2025,'Preauthorized Credit A & M GLOBAL SOL ACH PMT PAYMENT INV 17178- 17179-17264-17266-17267 021000024806027,7500.02,
01/08/2025,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 17462 - 1739 4 021000024806149,29660.54,
01/08/2025,Deposit 000007187581090,96926.50,
01/08/2025,'Preauthorized Wd AMWINS GRP BEN INS PREMIU 250108 091000014689527,,731.83
01/08/2025,'Preauthorized Wd TECH CARGO LLC ACH 250108 001717500000004,,360.00
01/08/2025,'Preauthorized Wd TECH CARGO LLC ACH 250108 001717500000103,,1010.00
01/08/2025,'Preauthorized Wd TECH CARGO LLC ACH 250108 001717500000095,,13892.00
01/08/2025,Check 2453 000007077426270,,600.00
01/08/2025,Check 2459 000007077426980,,3100.00
01/08/2025,'Online Intl Wire MILESTONE GUATEMAL MILESTONE GUATEMAL A S.A. 000000000000552,,150.00
01/08/2025,'Online Domestic Wire LEXISNEXIS RISK HO LEXISNEXIS RISK HO LDINGS INC 000000000000553,,350.00
01/08/2025,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000551,,2747.55
01/08/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000550,,60753.00
01/09/2025,'Preauthorized Credit LOGISTIC SERVICE CORP PAY 250109 114000094132471,180.00,
01/09/2025,'Wire Transfer-in 1/SANAEL LLC DBA C 1/SANAEL LLC DBA C ENTRAL TRADING 000000000000164,6293.00,
01/09/2025,'Wire Transfer-in OMEGA TECHNOLOGY D OMEGA TECHNOLOGY D E EL SALVADOR SA 000000000000024,14629.66,
01/09/2025,'Preauthorized Wd UNITED HEALTHCAR EDI PAYMTS 250109 173024252930 043000262692731,,5960.35
01/09/2025,'Preauthorized Wd TECH CARGO LLC ACH 250109 001718270000099,,6110.00
